detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
f3_mid_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,7.2492276443564063e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,pp,2.3772396149235040e+00,0.0000000000000000e+00,2.1843589876120753e+00,0.0000000000000000e+00,2.1843589876120753e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1843589876120753e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063386442010973e-01,1.6579196625040236e-02,-2.4602248732847286e-04,9.8149256757768875e+00,4.4028472282404546e-01
f3_mid_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,7.2492276443564063e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,qout,1.0000000000000000e+00,2.9028467725446205e-01,-9.5694033573220894e-01,0.0000000000000000e+00,1.0000000000000000e+00,5.0069132916587327e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,2.1843589876120753e+00,1.5707949999999999e+00,1.5707963267948966e+00,1.0000000000000000e+00,5.0069132916587327e+00,1.5063386442010973e-01,1.6579196625040236e-02,-2.4602248732847286e-04,9.8149256757768875e+00,4.4028472282404546e-01
f3_mid_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,6.0728622401224575e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_mid_Egamma,k,2.2244176384674761e+00,-6.4571435626109552e-01,2.1286349617618403e+00,-2.9513459707981364e-06,2.2244176384674761e+00,1.8653206380689393e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,5.0069132916587327e+00,1.0000000000000000e+00,9.8174770424681035e-02,1.3830753426946965e+01,8.1055450542602181e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496696e-01
f3_mid_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,6.0728622401224575e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_mid_Egamma,p,2.4140997970931570e+00,6.4571435626109552e-01,-2.1286349617618403e+00,2.9513459707981364e-06,2.2244176384674761e+00,5.0069132916587327e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,5.0069132916587327e+00,1.0000000000000000e+00,9.8174770424681035e-02,1.3830753426946965e+01,8.1055450542602181e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496696e-01
f3_mid_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,6.0728622401224575e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_mid_Egamma,kp,1.8759690521288432e+00,-9.9518472667219693e-01,-1.5902412535032460e+00,0.0000000000000000e+00,1.8759690521288432e+00,4.1532092814022654e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,5.0069132916587327e+00,1.0000000000000000e+00,9.8174770424681035e-02,1.3830753426946965e+01,8.1055450542602181e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496696e-01
f3_mid_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,6.0728622401224575e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_mid_Egamma,pp,1.7625483834314992e+00,0.0000000000000000e+00,1.4922241131736853e+00,0.0000000000000000e+00,1.4922241131736853e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,5.0069132916587327e+00,1.0000000000000000e+00,9.8174770424681035e-02,1.3830753426946965e+01,8.1055450542602181e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496696e-01
f3_mid_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,6.0728622401224575e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_mid_Egamma,qout,1.0000000000000000e+00,9.9518472667219693e-01,9.8017140329560604e-02,0.0000000000000000e+00,1.0000000000000000e+00,9.8174770424681035e-02,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,5.0069132916587327e+00,1.0000000000000000e+00,9.8174770424681035e-02,1.3830753426946965e+01,8.1055450542602181e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496696e-01
f3_mid_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,6.0728622401224541e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,k,2.2244176384674761e+00,6.4571435626109641e-01,2.1286349617618399e+00,-2.9513459707981364e-06,2.2244176384674756e+00,1.2762720155208533e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.0000000000000000e+00,3.0434178831651120e+00,1.3830753426946961e+01,8.1055450542602170e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496673e-01
f3_mid_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,6.0728622401224541e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,p,2.4140997970931570e+00,-6.4571435626109641e-01,-2.1286349617618399e+00,2.9513459707981364e-06,2.2244176384674756e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.0000000000000000e+00,3.0434178831651120e+00,1.3830753426946961e+01,8.1055450542602170e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496673e-01
f3_mid_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,6.0728622401224541e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,kp,1.8759690521288432e+00,9.9518472667219682e-01,-1.5902412535032462e+00,0.0000000000000000e+00,1.8759690521288432e+00,5.2715686793671139e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.0000000000000000e+00,3.0434178831651120e+00,1.3830753426946961e+01,8.1055450542602170e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496673e-01
f3_mid_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,6.0728622401224541e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,pp,1.7625483834314992e+00,0.0000000000000000e+00,1.4922241131736853e+00,0.0000000000000000e+00,1.4922241131736853e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.0000000000000000e+00,3.0434178831651120e+00,1.3830753426946961e+01,8.1055450542602170e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496673e-01
f3_mid_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,mid_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,6.0728622401224541e-01,1.0000000000000000e+00,nan,high_s_high_theta_in_mid_Egamma,qout,1.0000000000000000e+00,-9.9518472667219682e-01,9.8017140329560826e-02,0.0000000000000000e+00,9.9999999999999989e-01,3.0434178831651120e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.4922241131736853e+00,1.5707949999999999e+00,4.4178646691106467e+00,1.0000000000000000e+00,3.0434178831651120e+00,1.3830753426946961e+01,8.1055450542602170e-01,-1.3103048225788836e+01,4.1124136862564056e+00,8.2687163758496673e-01
f3_high_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,9.5254096178323966e-01,9.9999999999999989e-01,nan,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,4.0861889113705664e-16,2.2244176384655181e+00,-2.9513459707981364e-06,2.2244176384674761e+00,1.5707963267948963e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.0640160253307238e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,2.0616701789183018e+00,1.5964030537498955e+01,8.3912259034319214e-01,-3.2715705509364690e+00,3.9404836611305898e+00,9.2191656322104809e-01
f3_high_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,9.5254096178323966e-01,9.9999999999999989e-01,nan,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,-4.0861889113705664e-16,-2.2244176384655181e+00,2.9513459707981364e-06,2.2244176384674761e+00,4.7123889803846897e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.0640160253307238e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,2.0616701789183018e+00,1.5964030537498955e+01,8.3912259034319214e-01,-3.2715705509364690e+00,3.9404836611305898e+00,9.2191656322104809e-01
f3_high_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,9.5254096178323966e-01,9.9999999999999989e-01,nan,high_s_high_theta_in_high_Egamma,kp,1.8945019160788346e+00,8.4851412628679590e-01,-1.6938598783601113e+00,0.0000000000000000e+00,1.8945019160788346e+00,5.1767845116462112e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.0640160253307238e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,2.0616701789183018e+00,1.5964030537498955e+01,8.3912259034319214e-01,-3.2715705509364690e+00,3.9404836611305898e+00,9.2191656322104809e-01
f3_high_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,9.5254096178323966e-01,9.9999999999999989e-01,nan,high_s_high_theta_in_high_Egamma,pp,9.4401551948133022e-01,0.0000000000000000e+00,1.0640160253307238e-01,0.0000000000000000e+00,1.0640160253307238e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.0640160253307238e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,2.0616701789183018e+00,1.5964030537498955e+01,8.3912259034319214e-01,-3.2715705509364690e+00,3.9404836611305898e+00,9.2191656322104809e-01
f3_high_egamma_txtx_region_0,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_0,0,9.5254096178323966e-01,9.9999999999999989e-01,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-8.4851412628679590e-01,1.5874582758270390e+00,0.0000000000000000e+00,1.8000000000000000e+00,2.0616701789183018e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.0640160253307238e-01,1.5707949999999999e+00,4.7123889803846897e+00,1.8000000000000000e+00,2.0616701789183018e+00,1.5964030537498955e+01,8.3912259034319214e-01,-3.2715705509364690e+00,3.9404836611305898e+00,9.2191656322104809e-01
f3_high_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,9.5242788377458965e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,8.5124777690143305e-01,2.0550939279353826e+00,-2.9513459707981364e-06,2.2244176384674756e+00,1.1780972450961718e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,4.3196898986859651e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.6039134680238593e+01,8.3810361827192181e-01,-3.3843128757280803e+00,3.9781218431789029e+00,9.2737994395316448e-01
f3_high_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,9.5242788377458965e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,-8.5124777690143305e-01,-2.0550939279353826e+00,2.9513459707981364e-06,2.2244176384674756e+00,4.3196898986859651e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,4.3196898986859651e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.6039134680238593e+01,8.3810361827192181e-01,-3.3843128757280803e+00,3.9781218431789029e+00,9.2737994395316448e-01
f3_high_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,9.5242788377458965e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,kp,1.8904447811676059e+00,-1.3914188160529266e+00,-1.2797402662172155e+00,0.0000000000000000e+00,1.8904447811676059e+00,3.8852061297405140e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,4.3196898986859651e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.6039134680238593e+01,8.3810361827192181e-01,-3.3843128757280803e+00,3.9781218431789029e+00,9.2737994395316448e-01
f3_high_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,9.5242788377458965e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,pp,9.4807265439331778e-01,0.0000000000000000e+00,1.3783235472265357e-01,0.0000000000000000e+00,1.3783235472265357e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,4.3196898986859651e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.6039134680238593e+01,8.3810361827192181e-01,-3.3843128757280803e+00,3.9781218431789029e+00,9.2737994395316448e-01
f3_high_egamma_txtx_region_1,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_1,1,9.5242788377458965e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,1.3914188160529266e+00,1.1419079114945618e+00,0.0000000000000000e+00,1.8000000000000000e+00,6.8722339297276724e-01,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,4.3196898986859651e+00,1.8000000000000000e+00,6.8722339297276724e-01,1.6039134680238593e+01,8.3810361827192181e-01,-3.3843128757280803e+00,3.9781218431789029e+00,9.2737994395316448e-01
f3_high_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,9.5207765899844743e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,k,2.2244176384674761e+00,-2.1286349617618399e+00,6.4571435626109652e-01,-2.9513459707981364e-06,2.2244176384674761e+00,2.8470683423157501e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,5.9886609959055432e+00,1.8000000000000000e+00,2.4543692606170260e+00,1.5986616232526780e+01,8.3765810641187233e-01,-2.9957966656043378e+00,3.9781218431789025e+00,9.2483495230207824e-01
f3_high_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,9.5207765899844743e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,p,2.4140997970931570e+00,2.1286349617618399e+00,-6.4571435626109652e-01,2.9513459707981364e-06,2.2244176384674761e+00,5.9886609959055432e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,5.9886609959055432e+00,1.8000000000000000e+00,2.4543692606170260e+00,1.5986616232526780e+01,8.3765810641187233e-01,-2.9957966656043378e+00,3.9781218431789025e+00,9.2483495230207824e-01
f3_high_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,9.5207765899844743e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,kp,1.8904447811676059e+00,1.3914188160529266e+00,-1.2797402662172155e+00,0.0000000000000000e+00,1.8904447811676059e+00,5.5395718310288657e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,5.9886609959055432e+00,1.8000000000000000e+00,2.4543692606170260e+00,1.5986616232526780e+01,8.3765810641187233e-01,-2.9957966656043378e+00,3.9781218431789025e+00,9.2483495230207824e-01
f3_high_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,9.5207765899844743e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,pp,9.4807265439331778e-01,0.0000000000000000e+00,1.3783235472265357e-01,0.0000000000000000e+00,1.3783235472265357e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,5.9886609959055432e+00,1.8000000000000000e+00,2.4543692606170260e+00,1.5986616232526780e+01,8.3765810641187233e-01,-2.9957966656043378e+00,3.9781218431789025e+00,9.2483495230207824e-01
f3_high_egamma_txtx_region_2,egamma_region_max,F3,F_3,lepton_massless_Tx_proton_Tx,high_Egamma_lepton_massless_Tx_proton_Tx_region_2,2,9.5207765899844743e-01,9.9999999999999978e-01,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-1.3914188160529266e+00,1.1419079114945618e+00,0.0000000000000000e+00,1.8000000000000000e+00,2.4543692606170260e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2244176384674761e+00,1.3783235472265357e-01,1.5707949999999999e+00,5.9886609959055432e+00,1.8000000000000000e+00,2.4543692606170260e+00,1.5986616232526780e+01,8.3765810641187233e-01,-2.9957966656043378e+00,3.9781218431789025e+00,9.2483495230207824e-01
